Required Concept,CUI,Preferred Name
,C4553955,"Dysuria, CTCAE"
,C0232857,Psychogenic dysuria
,C0241705,Difficulty passing urine
,C0743334,DYSURIA CHRONIC
,C0743335,DYSURIA INTERMITTENT
,C0856125,Dysuria aggravated
,C2143028,psychophysiological dysuria
,C4028130,positional dysuria
,C0268723,Dysuria-frequency syndrome
,C4685109,"Grade 1 Dysuria, CTCAE"
,C0811520,"Instruct to report discomfort; dysuria; changes in color, consistency, or frequency of vaginal discharge"
,C2921780,pain during urination (dysuria) seems related to menstrual cycle
rigidity,C0026837,Muscle Rigidity
,C0700109,plastic property - rigidity
,C0011103,Decerebrate State
,C0035624,Rigor Mortis
,C0151315,Neck stiffness
,C0151564,Cogwheel Rigidity
,C0159066,Abdominal rigidity
,C0183047,"ANALYZER, RIGIDITY"
,C0231519,Gegenhalten
,C0231521,Decorticate Rigidity
,C0233608,Catatonic Rigidity
,C0237435,Rigidity (Personality)
,C0239325,Extensor Rigidity
,C0239508,Face rigidity
,C0241503,TRUNK RIGIDITY
,C0270758,Athetosis with rigidity
,C0277821,Extrapyramidal Rigidity
,C0375570,abdominal rigidity in epigastric region
,C0419109,Exercises for rigidity
,C0589139,Rigidity of thinking
,C0730324,Attacks of rigidity
,C0857143,Marked rigidity
,C0858564,Rigidity masticatory
,C0858571,Rigidity bodily
,C0858572,Rigidity of limbs
bradycardia,C0428977,Bradycardia
,C3812171,Bradycardia by ECG Finding
,C0085610,Sinus bradycardia
,C0221047,Bradycardia-tachycardia syndrome
,C0232190,Vagal autonomic bradycardia
,C0232191,Reflex bradycardia
,C0410919,Fetal bradycardia
,C0457251,Baseline bradycardia
,C0741624,BRADYCARDIA ASYMPTOMATIC
,C0741625,BRADYCARDIA EPISODE
,C0741627,BRADYCARDIA SYMPTOMATIC
,C0745499,Junctional bradycardia
,C1112488,Neonatal bradycardia
,C1390587,syncope; bradycardia
,C1698033,Nodal bradycardia
,C1960144,ECG: bradycardia
,C1963175,"Sinus Bradycardia, CTCAE"
,C2108107,continuous electrocardiogram sinus bradycardia (finding)
,C2197024,bradycardia by auscultation
,C2230138,Pulse slow (finding)
,C2910381,Sinoatrial bradycardia
,C3274786,Bradycardia Arrest
,C3553120,Bradycardia (rare)
,C3842025,Medical-bradycardia
,C3875145,At risk of bradycardia
constipation,C0009806,Constipation
,C1963087,"Constipation, CTCAE"
,C3641755,Have Constipation
,C4084722,How Often Constipation
,C4084723,How Much Distress Constipation
,C4084724,Usual Severity Constipation
,C0150019,Simple constipation
,C0221152,Obstipation
,C0341559,Psychogenic constipation
,C0401146,Constipation - functional
,C0401148,Acute constipation
,C0401149,Chronic constipation
,C0729262,Slow transit constipation
,C0856088,Constipation aggravated
,C0857123,Iatrogenic constipation
,C0943868,Constipation:Find:Pt:Gastrointestinal system:Ord:Observed.CCC
,C0948179,Postoperative constipation
,C0948532,Constipation prophylaxis
,C0949135,Other constipation
,C1268622,At risk for constipation
,C1300313,Constipation care
,C1393778,Constipation due to neurogenic bowel
,C1855664,Severe constipation
,C2094353,nursing care: nutrition monitoring bowel movement constipation
,C2107761,constipation with straining
vaginal bleeding,C0566967,No vaginal blood loss
,C2979982,Vaginal Hemorrhage
,C0410997,Perinatal transient vaginal bleeding
,C0425958,Vaginal introitus bleeding
,C0460103,Vaginal vault bleeding
,C0566963,Scanty vaginal bleeding
,C0566964,Moderate vaginal bleeding
,C0566965,Profuse vaginal bleeding
,C0566968,Vaginal bleeding problem
,C0567444,Non-menstrual vaginal bleeding
,C0578503,Abnormal vaginal bleeding
,C0586176,Normal menstrual blood loss
,C0748248,RECTAL VAGINAL BLEEDING DURATION
,C0750056,VAGINAL BLEEDING EPISODE
,C0750057,vaginal bleeding irregular
,C0750058,VAGINAL BLEEDING NOT PRESENT
,C0750059,VAGINAL BLEEDING PROLONGED
,C0878577,Pre-pubertal vaginal bleeding
,C1277587,Heavy episode of vaginal bleeding
,C1948088,abnormal bleeding/vaginal discharge
,C2114287,prepubertal vaginal bleeding
,C2188172,unexplained vaginal bleeding
,C3163625,vaginal bleeding during pregnancy
,C3532677,Discussion about vaginal bleeding
,C3898918,Have Vaginal Bleeding or Spotting
cpap,C1568469,3-((5-(6-((3-chlorophenyl)amino)pyrazinyl)-3-pyridinyl)amino)-1-propanol
oxygen,C0876796,Oxygen Concentrator 3 liter
,C0842337,"Hyperbaric oxygen therapy, <= 3 hours"
,C0125007,"L-galactono-1,4-lactone-oxygen 3-oxidoreductase"
,C0257670,"L-tryptophan 2',3'-oxidase"
,C0842338,"Hyperbaric oxygen therapy, more than 3 hours"
,C4709571,"Hyperoxygenate with 100% oxygen for 3 to 5 minutes, as appropriate"
,C0061031,"gamma-butyrobetaine,2-oxoglutarate dioxygenase"
,C0530820,"1H-3-hydroxy-4-oxoquinoline 2,4-dioxygenase (decyclizing, CO-forming)"
,C0530823,"1H-3-hydroxy-4-oxoquinaldine 2,4-dioxygenase (decyclizing, CO-forming)"
,C1151446,procollagen-proline 3-dioxygenase activity
,C2016140,oxygen concentrator O2 concentration 85% or greater with maximum specified flow rate greater than 3 L/min
,C2939334,"Complete bilateral noninvasive physiologic studies of upper or lower extremity arteries, 3 or more levels (eg, for lower extremity: ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus segmental blood pressure measurements with bidirectional Doppler waveform recording and analysis, at 3 or more levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus segmental volume plethysmography at 3 or more levels, or ankle/brachial indices at distal posterior tibial and anterior tibial/dorsalis pedis arteries plus segmental transcutaneous oxygen tension measurements at 3 or more levels), or single level study with provocative functional maneuvers (eg, measurements with postural provocative tests, or measurements with reactive hyperemia)"
,C3489036,AVENA SATIVA FLOWERING TOP 3 [hp_X] in 1 mL / EQUISETUM HYEMALE 4 [hp_X] in 1 mL / HYPERICUM PERFORATUM 6 [hp_X] in 1 mL / GLYCYRRHIZA GLABRA 12 [hp_X] in 1 mL / PUERARIA MONTANA VAR. LOBATA ROOT 12 [hp_X] in 1 mL / ADENOSINE TRIPHOSPHATE 30 [hp_C] in 1 mL / GERMANIUM SESQUIOXIDE 30 [hp_C] in 1 mL / HYDROGEN 30 [hp_C] in 1 mL / OXYGEN 30 [hp_C] in 1 mL / ULMUS RUBRA BARK 6 [hp_X] in 1 mL / WATER 30 [hp_C] in 1 mL ORAL LIQUID [Rehydrate]
,C3665111,AVENA SATIVA FLOWERING TOP 3 [hp_X] in 1 mL / EQUISETUM HYEMALE 4 [hp_X] in 1 mL / HYPERICUM PERFORATUM 6 [hp_X] in 1 mL / ULMUS RUBRA BARK 6 [hp_X] in 1 mL / GLYCYRRHIZA GLABRA 12 [hp_X] in 1 mL / PUERARIA MONTANA VAR. LOBATA WHOLE 12 [hp_X] in 1 mL / WATER 6 [hp_C] in 1 mL / ADENOSINE TRIPHOSPHATE 30 [hp_C] in 1 mL / GERMANIUM SESQUIOXIDE 30 [hp_C] in 1 mL / HYDROGEN 30 [hp_C] in 1 mL / OXYGEN 30 [hp_C] in 1 mL ORAL LIQUID [REHYDRATE]
,C3882916,AVENA SATIVA FLOWERING TOP 3 [hp_X] in 1 mL / EQUISETUM HYEMALE 4 [hp_X] in 1 mL / HYPERICUM PERFORATUM 6 [hp_X] in 1 mL / ULMUS RUBRA BARK 6 [hp_X] in 1 mL / GLYCYRRHIZA GLABRA 12 [hp_X] in 1 mL / SILICON DIOXIDE 12 [hp_X] in 1 mL / PUERARIA MONTANA VAR. LOBATA ROOT 8 [hp_C] in 1 mL / WATER 12 [hp_C] in 1 mL / ADENOSINE TRIPHOSPHATE DISODIUM 30 [hp_C] in 1 mL / GERMANIUM SESQUIOXIDE 30 [hp_C] in 1 mL / HYDROGEN 30 [hp_C] in 1 mL / OXYGEN 30 [hp_C] in 1 mL ORAL LIQUID [Rehydrate]
